common_window_start,common_window_end,train_period,validation_period,test_period,framework,selected_baseline_weight,selected_ic_weight,selection_rule
2001-12-31,2026-05-31,2001-12-31 to 2016-07-31,2016-08-31 to 2021-06-30,2021-07-31 to 2026-05-31,holding_buffer_top6,0.5000,0.5000,one-standard-error over family-wide median validation net Sharpe; choose strongest shrinkage within 1-SE
