annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.13824908118272883,0.1448625311418291,0.9543467181819065,-0.3983580369547062,0.34704730006099493,0.6632653061224489,0.12428010327888939,0.0010416504580720099
