annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1275428925423745,0.14588581694956193,0.8742651973253215,-0.3769864508902412,0.33832221885212616,0.3231292517006803,0.12119251690468169,0.0004762819560152596
