annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.13161228605040476,0.14637654965788482,0.8991350483257906,-0.3996195156301714,0.3293439907279343,0.5702947845804988,0.12002273350134263,0.0008694993963897139
