annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
0.1137136668801606,0.12435487021234179,0.9144287367755615,-0.2142201473947969,0.5308262003507638,0.5028901734104047,0.107099807595328
