annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1666541726019679,0.1696678582968122,0.9822377336220498,-0.16485659726324942,1.0109038726296653,0.2485875706214689,0.16083170660395596,0.000423207181473687
