annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1278288884509866,0.14601331842804396,0.8754604705048278,-0.3704051554921892,0.34510558656001794,0.13038548752834467,0.12496194665903304,0.0002185327486023998
