model,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
fixed_weight,0.1275967672972258,0.12337281066148634,1.0342373381387027,-0.15193536966123655,0.8398095030914958,0.4605009633911367,0.12145390749580387
rolling_ic_80_20,0.1137136668801606,0.12435487021234179,0.9144287367755615,-0.2142201473947969,0.5308262003507638,0.5028901734104047,0.107099807595328
rolling_ic_no_shrinkage,0.11840210868698797,0.12801900125114005,0.9248791783238003,-0.21434226711888604,0.5523973888981758,0.5414258188824662,0.11123224711028201
rolling_ic_60_40,0.10328510574028793,0.12627402758980705,0.8179441783214745,-0.2142201473947969,0.48214468618555617,0.47976878612716756,0.09703538434504178
