annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1169059828372665,0.146509939248145,0.7979389209851622,-0.4122925050646312,0.28355107454340034,0.5090702947845804,0.10645001279535737,0.0007919875708116805
