annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12143180663840725,0.14763526552667205,0.8225121972396843,-0.39425011353989803,0.3080070302278261,0.40929705215419493,0.11305403011687964,0.0006309944983264876
