annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12208605050760002,0.14510658780461796,0.841354292418381,-0.39731162088523475,0.30728034139949084,0.4682539682539682,0.11287257853626542,0.0006947853323555483
