annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12242423204212205,0.1503907419643792,0.8140410137155839,-0.38985560093047533,0.3140245561431719,0.6541950113378684,0.10957666358082907,0.000970024517632779
