annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12188050337972256,0.14749543589936448,0.8263340667902505,-0.3962127385643047,0.30761379308843584,0.5793650793650793,0.11041465299105968,0.0008638606763403297
