annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1346671014901062,0.14444351071294928,0.9323167293941531,-0.39835803695470606,0.3380554400749245,0.6587301587301587,0.12082805015703157,0.001034890691159649
