annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.11875928498594956,0.14807219272389527,0.8020363769948056,-0.41822615485838777,0.2839594884403193,0.5725623582766439,0.10728559129965465,0.0008646660095181886
