annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
0.10328510574028793,0.12627402758980705,0.8179441783214745,-0.2142201473947969,0.48214468618555617,0.47976878612716756,0.09703538434504178
