annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
0.1275967672972258,0.12337281066148634,1.0342373381387027,-0.15193536966123655,0.8398095030914958,0.4605009633911367,0.12145390749580387
