annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
0.11840210868698797,0.12801900125114005,0.9248791783238003,-0.21434226711888604,0.5523973888981758,0.5414258188824662,0.11123224711028201
