annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12320195629723885,0.1434790654464077,0.8586754863081906,-0.3794291102822692,0.32470348994990145,0.18480725623582764,0.11958911906078207,0.00027041496956313097
