annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.11816710842173972,0.13489892389032504,0.8759677617429436,-0.370405155492189,0.3190212303193269,0.0873015873015873,0.1166168684899429,0.00011679582250505729
