annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.11825710636555598,0.1738110632373629,0.680377325602454,-0.21069889715222878,0.5612611549652102,0.23728813559322032,0.11289697912576213,0.0004016889219666181
