annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.1297563937290851,0.14672030335709887,0.884379262856854,-0.4070160349292856,0.3187992181969656,0.25736961451247165,0.12448595963173692,0.0003914549378843557
