annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs,average_transaction_cost_rate
0.12871052125859506,0.14436690405026037,0.8915514404450022,-0.38358821873750804,0.3355434681550335,0.3934240362811791,0.12072977841273302,0.0005955486821800443
